Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2022-10-25 09:07 (-07),On Demand,Bradley Rose,10,Cycling,Climb,10 min Climb Ride,2022-10-25 00:30 (-07),77,129,45%,73,17.60,2.93,105,,,
2022-10-25 09:19 (-07),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2022-10-25 08:00 (-07),20,67,35%,70,13.59,1.13,27,,,
2022-10-26 08:23 (-07),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 07:00 (-07),,,,,,,29,,,
2022-10-26 08:28 (-07),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,58,,,
2022-10-27 09:45 (-07),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2022-07-11 23:00 (-07),40,133,39%,92,17.98,1.49,32,105.00,,
2022-10-27 09:50 (-07),On Demand,Kendall Toole,30,Cycling,Intervals,30 min HIIT Ride,2022-10-25 03:52 (-07),22,90,34%,90,15.28,1.05,30,,,
2022-10-28 07:31 (-07),On Demand,Tunde Oyeneyin,15,Strength,Upper Body,15 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,86,,,
2022-10-28 14:23 (-07),On Demand,Jermaine Johnson,10,Strength,Upper Body,10 min Upper Body Strength,2022-10-27 03:25 (-07),,,,,,,58,,,
2022-10-29 12:09 (-07),On Demand,Mila Lazar,5,Cycling,Warm Up,5 min Warm Up Ride,2022-10-19 08:00 (-07),27,89,32%,93,15.13,1.25,29,101.00,,
2022-10-29 12:15 (-07),On Demand,Leanne Hainsby-Alldis,30,Cycling,Music,30 min Disney Villains Ride,2022-10-29 01:55 (-07),244,136,40%,89,18.11,9.05,293,127.00,,
2022-10-31 06:43 (-07),On Demand,Tunde Oyeneyin,15,Strength,Upper Body,15 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,86,,,
2022-10-31 20:18 (-07),On Demand,Daniel McKenna,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2022-08-10 07:00 (-07),,,,,,,29,,,
2022-11-01 09:09 (-07),On Demand,Olivia Amato,45,Cycling,Intervals,45 min Intervals & Arms Ride,2022-10-31 10:54 (-07),351,130,47%,63,15.50,11.62,544,142.00,,
2022-11-01 20:05 (-07),On Demand,Ben Alldis,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2022-10-31 04:28 (-07),,,,,,,14,,,
2022-11-01 20:11 (-07),On Demand,Ben Alldis,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2022-10-26 04:07 (-07),,,,,,,14,,,
2022-11-02 07:23 (-07),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 07:00 (-07),,,,,,,14,,,
2022-11-02 07:29 (-07),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,58,,,
2022-11-03 08:03 (-07),On Demand,Alex Toussaint,30,Cycling,Intervals,30 min HIIT Ride,2022-10-28 11:57 (-07),238,132,39%,89,17.86,8.93,296,127.00,,
2022-11-04 09:35 (-07),On Demand,Tunde Oyeneyin,15,Strength,Upper Body,15 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,86,,,
2022-11-05 14:18 (-07),On Demand,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2022-11-04 14:25 (-07),308,171,49%,78,19.56,9.78,365,142.00,,
2022-11-07 08:32 (-08),On Demand,Tunde Oyeneyin,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2022-05-13 06:00 (-08),,,,,,,115,,,
2022-11-08 08:22 (-08),On Demand,Kendall Toole,30,Cycling,Music,30 min 2010s Ride,2022-11-07 03:54 (-08),259,144,44%,80,18.22,9.11,350,139.00,,
2022-11-09 11:59 (-08),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 06:00 (-08),,,,,,,14,,,
2022-11-09 12:05 (-08),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 06:00 (-08),,,,,,,57,,,
2022-11-10 07:30 (-08),On Demand,Hannah Frankson,20,Cycling,Music,20 min Pop Ride,2022-11-09 22:55 (-08),158,132,39%,90,17.74,5.92,214,,,
2022-11-12 11:12 (-08),On Demand,Leanne Hainsby-Alldis,30,Cycling,Music,30 min Dance Music Ride,2022-11-11 09:25 (-08),267,148,45%,79,18.75,9.38,346,137.00,,
2022-11-13 11:56 (-08),On Demand,Kendall Toole,45,Cycling,Music,45 min 2000s Pop Ride,2022-11-13 04:55 (-08),385,143,44%,80,18.29,13.72,478,132.00,,
2022-11-15 08:28 (-08),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 06:00 (-08),,,,,,,29,,,
2022-11-15 08:33 (-08),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 06:00 (-08),,,,,,,57,,,
2022-11-16 09:29 (-08),On Demand,Ben Alldis,20,Cycling,Music,20 min House Ride,2022-11-07 22:54 (-08),221,184,49%,79,20.01,6.67,261,147.00,,
2022-11-20 07:12 (-08),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-11-08 15:53 (-08),244,136,45%,73,17.60,8.80,350,139.00,,
2022-11-22 07:53 (-08),On Demand,Callie Gullickson,5,Stretching,Full Body Stretch,5 min Full Body Stretch,2022-11-09 07:00 (-08),,,,,,,14,,,
2022-11-24 10:52 (-08),On Demand,Ben Alldis,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-11-21 22:54 (-08),261,145,47%,66,15.93,7.96,359,140.00,,
2022-11-25 10:18 (-08),On Demand,Callie Gullickson,20,Strength,Upper Body,20 min Upper Body Strength,2022-11-22 07:00 (-08),,,,,,,115,,,
2022-11-26 19:34 (-08),On Demand,Hannah Corbin,10,Stretching,Foam Rolling,10 min Foam Rolling: Quads & Hamstrings,2021-08-24 04:00 (-08),,,,,,,29,,,
2022-11-26 19:46 (-08),On Demand,Hannah Corbin,10,Stretching,Foam Rolling,10 min Foam Rolling: Chest & Back,2019-12-22 05:00 (-08),,,,,,,29,,,
2022-11-27 10:53 (-08),On Demand,Rad Lopez,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2022-11-26 04:55 (-08),,,,,,,115,,,
2022-11-27 20:37 (-08),On Demand,Kendall Toole,10,Stretching,Boxing Stretch,10 min Kendrick Lamar Boxing Stretch,2022-11-02 08:55 (-08),,,,,,,29,,,
2022-11-28 09:54 (-08),On Demand,Hannah Corbin,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-11-03 05:52 (-08),221,123,44%,71,16.90,8.45,287,125.00,,
2022-11-29 10:39 (-08),On Demand,Tunde Oyeneyin,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2022-11-27 09:27 (-08),,,,,,,115,,,
2022-12-10 09:16 (-08),On Demand,Olivia Amato,20,Cycling,Music,20 min Pop Ride,2022-11-28 11:31 (-08),195,163,46%,81,19.23,6.41,240,141.00,,
2022-12-10 11:11 (-08),On Demand,Hannah Corbin,20,Stretching,Foam Rolling,20 min Foam Rolling: Full Body,2022-05-16 05:00 (-08),,,,,,,57,,,
2022-12-11 10:30 (-08),On Demand,Matty Maggiacomo,20,Strength,Upper Body,20 min 2000s Pop Upper Body Strength,2022-12-02 05:56 (-08),,,,,,,115,,,
2022-12-12 07:52 (-08),On Demand,Cody Rigsby,20,Cycling,Music,20 min Pop Ride,2022-12-06 16:30 (-08),174,145,46%,76,18.30,6.10,220,135.00,,
2022-12-12 20:14 (-08),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2022-11-24 07:46 (-08),,,,,,,29,,,
2022-12-13 07:58 (-08),On Demand,Tunde Oyeneyin,20,Strength,Upper Body,20 min Upper Body Strength,2022-12-11 09:27 (-08),,,,,,,115,,,
2022-12-13 20:48 (-08),On Demand,Andy Speer,5,Stretching,Full Body Stretch,5 min Full Body Stretch,2022-11-30 07:00 (-08),,,,,,,14,,,
2022-12-14 08:21 (-08),On Demand,Emma Lovewell,30,Cycling,Music,30 min New Tracks Ride,2022-12-13 16:00 (-08),268,149,44%,82,18.65,9.33,361,,,
2022-12-14 20:11 (-08),On Demand,Matty Maggiacomo,20,Stretching,Full Body Stretch,20 min Evening Stretch,2022-12-14 07:00 (-08),,,,,,,57,,,
2022-12-15 08:09 (-08),On Demand,Ben Alldis,20,Strength,Upper Body,20 min Linkin Park Upper Body Strength,2022-12-14 03:25 (-08),,,,,,,115,,,
2022-12-15 21:29 (-08),On Demand,Adrian Williams,5,Stretching,Full Body Stretch,5 min Full Body Stretch,2022-11-02 06:00 (-08),,,,,,,14,,,
2022-12-16 09:19 (-08),On Demand,Ben Alldis,20,Cycling,Intervals,20 min HIIT Ride,2022-12-15 08:00 (-08),207,173,46%,84,19.67,6.56,265,148.00,,
2022-12-17 09:18 (-08),On Demand,Adrian Williams,20,Strength,Upper Body,20 min Strength Roll Call: Upper Body,2022-12-15 04:22 (-08),,,,,,,115,,,
2022-12-18 10:12 (-08),On Demand,Kendall Toole,20,Cycling,Low Impact,20 min Low Impact Ride,2022-12-15 16:28 (-08),123,103,39%,81,16.09,5.37,139,108.00,,
2022-12-18 10:35 (-08),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-12-11 23:00 (-08),,,,,,,14,,,
2022-12-18 19:17 (-08),On Demand,Hannah Corbin,15,Stretching,Foam Rolling,15 min Foam Rolling: Full Body,2022-12-13 07:00 (-08),,,,,,,43,,,
2022-12-19 09:01 (-08),On Demand,Callie Gullickson,30,Strength,Upper Body,30 min Upper Body Strength,2022-12-09 05:52 (-08),,,,,,,172,,,
2022-12-20 08:15 (-08),On Demand,Olivia Amato,20,Cycling,Intervals,20 min Tabata Ride,2022-10-17 10:30 (-08),219,182,51%,75,20.16,6.72,259,147.00,,
2022-12-21 08:27 (-08),On Demand,Adrian Williams,30,Strength,Upper Body,30 min Strength Roll Call: Upper Body,2022-12-08 04:22 (-08),,,,,,,172,,,
2022-12-22 07:59 (-08),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2022-12-20 08:00 (-08),23,76,29%,102,14.23,1.19,32,104.00,,
2022-12-22 08:05 (-08),On Demand,Hannah Frankson,20,Cycling,Music,20 min Pop Ride,2022-12-21 22:55 (-08),149,124,41%,83,17.45,5.81,180,122.00,,
2022-12-23 07:56 (-08),On Demand,Adrian Williams,30,Strength,Upper Body,30 min Strength Roll Call: Upper Body,2022-12-22 04:24 (-08),,,,,,,172,,,
2022-12-24 07:37 (-08),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Linkin Park Warm Up Ride,2022-12-14 15:45 (-08),56,93,34%,93,15.67,2.61,76,112.00,,
2022-12-24 07:48 (-08),On Demand,Alex Toussaint,20,Cycling,Intervals,20 min HIIT Ride,2022-12-22 08:00 (-08),167,139,41%,89,18.26,6.09,229,137.00,,
2022-12-24 19:39 (-08),On Demand,Hannah Corbin,20,Stretching,Foam Rolling,20 min Foam Rolling: Glutes & Calves,2022-12-13 07:00 (-08),,,,,,,57,,,
2022-12-25 08:38 (-08),On Demand,Rebecca Kennedy,20,Strength,Upper Body,20 min Upper Body Strength,2022-12-03 06:57 (-08),,,,,,,115,,,
2022-12-26 07:58 (-08),On Demand,Camila Ramon,20,Cycling,Low Impact,20 min Recovery Ride,2022-08-14 07:00 (-08),83,69,34%,77,13.68,4.56,101,95.00,,
2022-12-26 08:19 (-08),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-12-20 08:00 (-08),,,,,,,14,,,
2022-12-27 11:14 (-08),On Demand,Rebecca Kennedy,20,Strength,Upper Body,20 min Whitney Houston Arms & Shoulders,2022-12-21 15:25 (-08),,,,,,,115,,,
2022-12-29 07:13 (-08),On Demand,Adrian Williams,20,Strength,Upper Body,20 min Strength Roll Call: Upper Body,2022-12-01 04:22 (-08),,,,,,,115,,,
2022-12-29 12:57 (-08),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2022-12-11 00:00 (-08),20,66,32%,84,13.58,1.13,21,90.00,,
2022-12-29 13:03 (-08),On Demand,Denis Morton,15,Cycling,Music,15 min Hip Hop Ride,2022-12-22 11:39 (-08),98,108,37%,87,16.50,4.13,105,109.00,,
2022-12-30 08:17 (-08),On Demand,Ally Love,45,Cycling,Intervals,45 min Intervals & Arms Ride,2022-12-23 04:52 (-08),284,105,43%,65,13.90,10.43,405,122.00,,
2022-12-30 09:06 (-08),On Demand,Ben Alldis,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2021-10-24 21:00 (-08),,,,,,,14,,,
2022-12-31 08:00 (-08),On Demand,Rad Lopez,15,Strength,Core,15 min New Year's Eve Core Strength,2022-12-30 17:00 (-08),,,,,,,86,,,
2022-12-31 08:16 (-08),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Holiday Arms & Shoulders Strength,2022-12-21 03:30 (-08),,,,,,,57,,,
2023-01-02 09:14 (-08),On Demand,Leanne Hainsby-Alldis,30,Cycling,Theme,30 min Top 50 Music Ride: #10-1,2022-12-30 09:00 (-08),236,131,40%,87,17.97,8.99,251,117.00,,
2023-01-18 19:47 (-08),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-01-18 07:00 (-08),,,,,,,29,,,
2023-01-24 06:05 (-08),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2023-01-02 23:00 (-08),27,91,36%,85,15.45,1.29,37,,,
2023-01-24 06:12 (-08),On Demand,Denis Morton,10,Cycling,Low Impact,10 min Low Impact Ride,2020-10-13 04:05 (-08),37,61,30%,84,12.94,2.15,49,,,
2023-01-25 06:18 (-08),On Demand,Hannah Corbin,5,Cycling,Warm Up,5 min Warm Up Ride,2023-01-24 08:00 (-08),19,65,30%,86,13.47,1.12,26,,,
2023-01-25 06:24 (-08),On Demand,Hannah Frankson,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2023-01-23 07:00 (-08),37,61,32%,78,12.93,2.16,50,,,
2023-01-26 06:39 (-08),On Demand,Hannah Frankson,5,Cycling,Warm Up,5 min Warm Up Ride,2023-01-09 23:00 (-08),23,77,31%,90,14.35,1.19,35,109.00,,
2023-01-28 16:53 (-08),On Demand,Hannah Frankson,15,Cycling,Low Impact,15 min Low Impact Ride,2023-01-09 11:32 (-08),61,68,33%,78,13.48,3.37,76,96.00,,
2023-01-29 16:00 (-08),On Demand,Bradley Rose,20,Cycling,Low Impact,20 min Low Impact Ride,2023-01-25 11:22 (-08),68,57,30%,80,12.58,4.19,87,91.00,,
2023-02-01 06:06 (-08),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Whitney Houston Warm Up Ride,2022-12-21 00:27 (-08),30,99,34%,93,15.83,1.32,33,105.00,,
2023-02-01 06:12 (-08),On Demand,Bradley Rose,15,Cycling,Climb,15 min Climb Ride,2023-01-31 02:52 (-08),94,104,42%,73,16.27,4.07,127,,,
2023-02-04 13:08 (-08),On Demand,Jenn Sherman,30,Cycling,Music,30 min Pop Ride,2023-02-04 08:55 (-08),221,123,41%,84,17.49,8.74,338,136.00,,
2023-02-05 08:18 (-08),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2023-02-02 10:55 (-08),252,140,44%,80,18.21,9.11,359,141.00,,
2023-02-10 08:35 (-08),On Demand,Hannah Corbin,20,Cycling,Theme,20 min Pick-Me-Up Ride,2023-02-09 09:31 (-08),148,123,43%,76,17.27,5.76,218,134.00,,
2023-02-11 10:24 (-08),On Demand,Ben Alldis,30,Cycling,Music,30 min Dance Music Ride,2023-02-10 10:25 (-08),278,155,45%,82,18.86,9.43,389,147.00,,
2023-02-12 11:01 (-08),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-01-25 07:00 (-08),,,,,,,29,,,
2023-02-13 06:57 (-08),On Demand,Bradley Rose,20,Cycling,Low Impact,20 min Recovery Ride,2023-02-12 23:00 (-08),73,61,31%,81,12.98,4.33,116,101.00,,
2023-02-14 07:09 (-08),On Demand,Ben Alldis,15,Cycling,Music,15 min 2000s Ride,2023-02-02 11:32 (-08),107,119,40%,82,17.10,4.28,171,137.00,,
2023-02-17 08:23 (-08),On Demand,Hannah Corbin,20,Cycling,Theme,20 min Pick-Me-Up Ride,2023-01-05 07:29 (-08),127,106,43%,70,16.31,5.44,191,124.00,,
2023-02-20 19:45 (-08),On Demand,Jermaine Johnson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-02-14 04:21 (-08),,,,,,,29,,,
2023-02-22 06:24 (-08),On Demand,Ben Alldis,10,Cycling,Warm Up,10 min Warm Up Ride,2023-02-21 01:00 (-08),69,114,40%,84,16.88,2.81,86,120.00,,
2023-02-22 06:36 (-08),On Demand,Hannah Frankson,20,Cycling,Music,20 min Pop Ride,2023-02-20 10:00 (-08),138,115,39%,85,16.90,5.64,222,134.00,,
2023-02-26 08:51 (-08),On Demand,Sam Yo,15,Cycling,Low Impact,15 min Low Impact Ride,2023-02-16 10:22 (-08),93,103,36%,84,15.89,3.97,97,103.00,,
2023-02-26 20:13 (-08),On Demand,Adrian Williams,15,Stretching,Full Body Stretch,15 min Full Body Stretch,2023-02-22 23:00 (-08),,,,,,,43,,,
2023-02-27 06:13 (-08),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min Warm Up Ride,2023-02-14 23:00 (-08),59,98,35%,88,15.90,2.65,81,118.00,,
2023-02-27 06:25 (-08),On Demand,Denis Morton,15,Cycling,Intervals,15 min Tabata Ride,2023-01-24 09:37 (-08),114,127,36%,93,16.97,4.24,184,142.00,,
2023-02-27 20:17 (-08),On Demand,Jermaine Johnson,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2023-02-22 02:59 (-08),,,,,,,14,,,
2023-02-27 20:23 (-08),On Demand,Callie Gullickson,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2023-02-21 23:00 (-08),,,,,,,14,,,
2023-02-28 06:12 (-08),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2023-02-26 23:00 (-08),32,108,36%,91,16.69,1.38,40,115.00,,
2023-02-28 06:19 (-08),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2023-02-08 14:23 (-08),206,115,42%,70,15.94,7.97,350,138.00,,
2023-02-28 19:48 (-08),On Demand,Rebecca Kennedy,20,Stretching,Full Body Stretch,20 min Full Body Stretch,2023-02-27 23:00 (-08),,,,,,,57,,,
2023-03-01 06:45 (-08),On Demand,Callie Gullickson,20,Strength,Upper Body,20 min 2010s Pop Arms & Shoulders,2023-02-27 09:25 (-08),,,,,,,115,,,
2023-03-01 20:26 (-08),On Demand,Ben Alldis,5,Stretching,Full Body Stretch,5 min Full Body Stretch,2023-02-27 06:30 (-08),,,,,,,14,,,
2023-03-05 16:48 (-08),On Demand,Ally Love,5,Cycling,Warm Up,5 min Warm Up Ride,2023-02-24 08:00 (-08),28,93,35%,88,15.62,1.30,29,101.00,,
2023-03-05 16:55 (-08),On Demand,Kendall Toole,30,Cycling,Intervals,30 min Intervals & Arms Ride,2023-02-27 06:30 (-08),226,125,44%,72,16.72,8.36,359,141.00,,
2023-03-06 07:26 (-08),On Demand,Ben Alldis,20,Strength,Upper Body,20 min Strength Roll Call: Upper Body,2023-03-02 04:25 (-08),,,,,,,115,,,
2023-03-17 12:20 (-07),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-03-13 00:00 (-07),,,,,,,29,,,
2023-03-21 06:31 (-07),On Demand,Hannah Frankson,10,Cycling,Warm Up,10 min Warm Up Ride,2023-03-09 02:00 (-07),54,90,35%,86,15.22,2.54,81,117.00,,
2023-03-21 06:43 (-07),On Demand,Denis Morton,15,Cycling,Low Impact,15 min Low Impact Ride,2023-03-14 15:10 (-07),72,80,34%,84,14.68,3.67,133,121.00,,
2023-03-21 06:58 (-07),On Demand,Camila Ramon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-03-17 00:00 (-07),,,,,,,14,,,
2023-03-22 06:58 (-07),On Demand,Sam Yo,5,Cycling,Warm Up,5 min Warm Up Ride,2023-03-20 00:00 (-07),30,100,34%,97,16.20,1.34,41,118.00,,
2023-03-22 07:04 (-07),On Demand,Ben Alldis,20,Cycling,Low Impact,20 min Recovery Ride,2023-03-13 08:30 (-07),91,76,31%,90,14.28,4.76,163,116.00,,
2023-03-22 07:26 (-07),On Demand,Callie Gullickson,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2023-03-21 23:00 (-07),,,,,,,14,,,
2023-03-22 21:46 (-07),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-03-21 00:00 (-07),,,,,,,29,,,
2023-03-23 07:02 (-07),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2023-02-06 09:00 (-07),27,92,34%,88,15.48,1.29,29,101.00,,
2023-03-23 07:08 (-07),On Demand,Hannah Frankson,15,Cycling,Low Impact,15 min Low Impact Ride,2023-03-22 12:02 (-07),54,60,29%,84,12.89,3.22,78,97.00,,
2023-03-24 06:32 (-07),On Demand,Christine D'Ercole,5,Cycling,Warm Up,5 min Warm Up Ride,2022-12-21 09:00 (-07),16,55,26%,93,12.43,1.04,25,95.00,,
2023-03-24 06:38 (-07),On Demand,Bradley Rose,15,Cycling,Low Impact,15 min Low Impact Ride,2023-03-17 11:52 (-07),60,67,32%,82,13.49,3.37,90,102.00,,
2023-03-28 18:50 (-07),On Demand,Alex Toussaint,10,Cycling,Warm Up,10 min AT's Ride to Greatness: Warm Up,2023-03-25 08:00 (-07),58,97,37%,85,15.86,2.64,67,107.00,,
2023-03-28 19:03 (-07),On Demand,Jess King,30,Cycling,Music,30 min EDM Trap Ride,2023-03-28 06:55 (-07),238,132,45%,75,17.72,8.86,304,129.00,,
2023-03-30 06:37 (-07),On Demand,Sam Yo,5,Cycling,Warm Up,5 min Warm Up Ride,2022-11-25 00:00 (-07),36,120,38%,91,17.27,1.44,35,108.00,,
2023-03-30 06:43 (-07),On Demand,Cody Rigsby,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2023-02-27 08:00 (-07),50,84,37%,77,15.01,2.50,62,103.00,,
2023-03-31 19:18 (-07),On Demand,Cliff Dwenger,5,Cycling,Warm Up,5 min Warm Up Ride,2022-12-11 04:00 (-07),27,90,32%,96,15.41,1.28,26,95.00,,
2023-03-31 19:24 (-07),On Demand,Ben Alldis,30,Cycling,Intervals,30 min Intervals & Arms Ride,2023-02-20 08:30 (-07),251,140,47%,70,17.26,8.63,316,131.00,,
2023-04-01 17:24 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2022-11-17 00:00 (-07),27,89,32%,96,15.26,1.26,30,101.00,,
2023-04-01 17:31 (-07),On Demand,Emma Lovewell,30,Cycling,Intervals,30 min Intervals & Arms Ride,2023-03-01 04:52 (-07),220,122,41%,78,16.62,8.31,313,131.00,,
2023-04-03 07:49 (-07),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Maroon 5,2022-08-19 06:00 (-07),54,91,33%,93,15.55,2.59,79,115.00,,
2023-04-03 08:00 (-07),On Demand,Hannah Corbin,30,Cycling,Low Impact,30 min Low Impact Ride,2023-03-23 08:54 (-07),143,97,40%,77,15.97,6.51,204,117.00,,
2023-04-08 07:21 (-07),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2023-04-03 23:00 (-07),28,95,36%,85,15.86,1.31,29,100.00,,
2023-04-08 07:27 (-07),On Demand,Leanne Hainsby-Alldis,15,Cycling,Low Impact,15 min Low Impact Ride,2023-03-28 11:02 (-07),117,130,41%,82,17.49,4.37,157,,,
2023-04-08 16:15 (-07),On Demand,Hannah Corbin,20,Stretching,Foam Rolling,20 min Foam Rolling: Full Body,2023-02-07 08:00 (-07),,,,,,,57,,,
2023-04-09 08:27 (-07),On Demand,Hannah Frankson,10,Cycling,Warm Up,10 min Warm Up Ride,2022-11-15 00:00 (-07),60,100,34%,94,15.85,2.64,72,112.00,,
2023-04-09 08:38 (-07),On Demand,Bradley Rose,20,Cycling,Music,20 min EDM Ride,2023-04-08 04:25 (-07),176,147,43%,85,18.42,6.14,227,137.00,,
2023-04-10 18:47 (-07),On Demand,Sam Yo,5,Cycling,Warm Up,5 min Warm Up Ride,2022-07-20 21:30 (-07),36,120,36%,96,17.42,1.45,35,106.00,,
2023-04-10 18:53 (-07),On Demand,Ben Alldis,15,Cycling,Low Impact,15 min Low Impact Ride,2023-04-10 07:30 (-07),83,92,35%,86,15.49,3.87,95,105.00,,
2023-04-10 19:09 (-07),On Demand,Camila Ramon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-03-17 00:00 (-07),,,,,,,14,,,
2023-04-11 18:44 (-07),On Demand,Cody Rigsby,10,Cycling,Warm Up,10 min Warm Up Ride,2023-04-11 08:00 (-07),62,103,37%,83,16.06,2.67,63,105.00,,
2023-04-11 18:56 (-07),On Demand,Emma Lovewell,30,Cycling,Intervals,30 min Intervals & Arms Ride,2023-04-09 06:53 (-07),211,117,40%,79,16.61,8.30,306,129.00,,
2023-04-11 19:31 (-07),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-02-27 00:00 (-07),,,,,,,14,,,
2023-04-12 19:13 (-07),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2022-11-07 09:00 (-07),29,97,37%,85,15.80,1.32,28,97.00,,
2023-04-12 19:19 (-07),On Demand,Leanne Hainsby-Alldis,20,Cycling,Music,20 min House Ride,2023-04-12 08:30 (-07),174,145,42%,86,18.43,6.15,234,,,
2023-04-12 19:43 (-07),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-04-06 23:00 (-07),,,,,,,14,,,
2023-04-13 18:56 (-07),On Demand,Hannah Frankson,10,Cycling,Warm Up,10 min Warm Up Ride,2022-07-16 00:30 (-07),49,81,32%,90,14.58,2.43,54,98.00,,
2023-04-13 19:07 (-07),On Demand,Bradley Rose,30,Cycling,Intervals,30 min Intervals & Arms Ride,2023-04-06 03:55 (-07),187,104,39%,80,16.25,8.13,229,113.00,,
2023-04-13 19:39 (-07),On Demand,Hannah Corbin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-01-24 09:00 (-07),,,,,,,14,,,
2023-04-15 19:24 (-07),On Demand,Matty Maggiacomo,15,Stretching,Full Body Stretch,15 min Evening Stretch,2023-03-16 00:00 (-07),,,,,,,43,,,
2023-04-17 18:42 (-07),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2022-05-11 08:00 (-07),29,98,36%,89,16.01,1.34,28,97.00,,
2023-04-17 18:48 (-07),On Demand,Ben Alldis,30,Cycling,Intervals,30 min Intervals & Arms Ride,2023-04-17 10:24 (-07),276,153,45%,81,18.66,9.33,369,143.00,,
